Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
115,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
116,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
117,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
118,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
119,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
120,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
121,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
122,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
123,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
124,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
